Name,t,x,v_boat,alpha,omega,R,d,h,N_paddles,rho,C_paddle,C_front,m,A_front,v_water
Mk0_StillWater_1rad,0,0,0,0,1,0.10,0.05,0.05,8,1000,1.28,1.28,2,0.00795495128834866,0
